movieId,title,genres,year,genres_list,genre_Film-Noir,genre_Fantasy,genre_Western,genre_Children,genre_Action,genre_Horror,genre_Crime,genre_Comedy,genre_Mystery,genre_Documentary,genre_Thriller,genre_Drama,genre_Animation,genre_(no genres listed),genre_Musical,genre_War,genre_Romance,genre_Sci-Fi,genre_Adventure,genre_IMAX,avg_rating,rating_count,rating_std,min_rating,max_rating,unique_users,first_rating_date,last_rating_date,rating_period_days,imdbId,tmdbId
982,Picnic (1955),Drama,1955.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,1060009150.0,1060009150.0,0.0,48491,39940.0
984,"Pompatus of Love, The (1996)",Comedy|Drama,1996.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.5,2.0,2.121,2.0,5.0,2.0,856354596.0,965708318.0,1265.6680787037037,117357,85328.0
986,Fly Away Home (1996),Adventure|Children,1996.0,"['Adventure', 'Children']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.538,13.0,0.691,2.5,5.0,13.0,844163896.0,1487956303.0,7451.301006944444,116329,11076.0
987,Bliss (1997),Drama|Romance,1997.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,860398734.0,860398734.0,0.0,118742,63945.0
988,Grace of My Heart (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,0.0,3.0,3.0,2.0,941590705.0,963178488.0,249.85859953703704,116442,58985.0
990,Maximum Risk (1996),Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.9,5.0,1.432,1.0,4.5,5.0,863977525.0,1108975294.0,2835.6223263888887,117011,10861.0
991,Michael Collins (1996),Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.318,11.0,0.783,2.0,4.0,11.0,845556808.0,1519233999.0,7797.189710648148,117039,1770.0
993,Infinity (1996),Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,1060105286.0,1060105286.0,0.0,116635,2033.0
994,Big Night (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.182,11.0,0.717,3.0,5.0,11.0,866905907.0,1519142485.0,7549.034467592593,115678,18203.0
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,1996.0,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2.5,13.0,0.764,1.0,4.0,13.0,845556323.0,1498511050.0,7557.346377314815,116830,9333.0
998,Set It Off (1996),Action|Crime,1996.0,"['Action', 'Crime']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.732,2.0,5.0,3.0,941730606.0,1342300572.0,4636.2264583333335,117603,9400.0
999,2 Days in the Valley (1996),Crime|Film-Noir,1996.0,"['Crime', 'Film-Noir']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.042,12.0,0.753,2.0,4.0,12.0,845556412.0,1498524359.0,7557.499386574074,115438,9401.0
1003,Extreme Measures (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.5,3.0,0.866,2.0,3.5,3.0,961682324.0,1515172339.0,6406.134432870371,116259,11306.0
1004,"Glimmer Man, The (1996)",Action|Thriller,1996.0,"['Action', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,6.0,0.632,2.0,4.0,6.0,845556506.0,1113190839.0,3097.619594907407,116421,9625.0
1005,D3: The Mighty Ducks (1996),Children|Comedy,1996.0,"['Children', 'Comedy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.188,8.0,0.961,1.0,3.5,8.0,951170710.0,1201195982.0,2893.8110185185187,116000,10680.0
1006,"Chamber, The (1996)",Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,5.0,0.866,2.0,4.0,5.0,845556694.0,1519347349.0,7798.5029513888885,115862,6346.0
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,1975.0,"['Children', 'Comedy', 'Western']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6,10.0,0.658,2.0,3.5,10.0,842892436.0,1237710455.0,4569.652997685185,72653,18660.0
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,1955.0,"['Adventure', 'Western']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1.0,0.0,3.0,3.0,1.0,985625095.0,985625095.0,0.0,47977,35115.0
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,1975.0,"['Adventure', 'Children', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.056,9.0,0.726,2.0,4.0,9.0,842892593.0,1230930546.0,4491.180011574074,72951,14821.0
1010,"Love Bug, The (1969)",Children|Comedy,1969.0,"['Children', 'Comedy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.056,9.0,0.726,2.0,4.0,9.0,860397598.0,1487954433.0,7263.389293981481,64603,14136.0
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,1974.0,"['Children', 'Comedy', 'Fantasy', 'Romance']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.938,8.0,1.374,1.0,5.0,8.0,842892576.0,1230931465.0,4491.190844907407,71607,10869.0
1012,Old Yeller (1957),Children|Drama,1957.0,"['Children', 'Drama']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.444,9.0,0.682,2.0,4.0,9.0,842892242.0,1431970102.0,6818.030787037037,50798,22660.0
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,1961.0,"['Children', 'Comedy', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.208,12.0,0.838,2.0,5.0,12.0,842893062.0,1494211147.0,7538.403761574074,55277,19186.0
1014,Pollyanna (1960),Children|Comedy|Drama,1960.0,"['Children', 'Comedy', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.9,5.0,1.597,0.5,5.0,5.0,842893045.0,1230931457.0,4491.185324074074,54195,31102.0
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,1993.0,"['Adventure', 'Children', 'Drama']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.95,20.0,0.93,1.0,4.0,20.0,841152134.0,1519144053.0,7847.12869212963,107131,6878.0
1016,"Shaggy Dog, The (1959)",Children|Comedy,1959.0,"['Children', 'Comedy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9,5.0,0.548,2.0,3.5,5.0,955944568.0,1054569680.0,1141.494351851852,53271,15944.0
1017,Swiss Family Robinson (1960),Adventure|Children,1960.0,"['Adventure', 'Children']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,10.0,0.745,2.0,4.5,10.0,842892477.0,1441846378.0,6932.33681712963,54357,18444.0
1018,That Darn Cat! (1965),Children|Comedy|Mystery,1965.0,"['Children', 'Comedy', 'Mystery']",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.417,6.0,0.917,1.0,3.5,6.0,860398823.0,1054038336.0,2241.1980671296296,59793,20723.0
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,1954.0,"['Adventure', 'Drama', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.471,17.0,0.892,2.0,5.0,17.0,842892341.0,1342826819.0,5786.278680555555,46672,173.0
1020,Cool Runnings (1993),Comedy,1993.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.081,37.0,0.795,2.0,5.0,37.0,841152033.0,1519136717.0,7847.044953703704,106611,864.0
1021,Angels in the Outfield (1994),Children|Comedy,1994.0,"['Children', 'Comedy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.333,27.0,1.028,0.5,4.0,27.0,841152071.0,1519338906.0,7849.384664351852,109127,24795.0
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,1950.0,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3.488,42.0,0.792,2.0,5.0,42.0,841505441.0,1533872666.0,8013.509548611111,42332,11224.0
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,1968.0,"['Animation', 'Children', 'Musical']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.615,13.0,1.083,1.5,5.0,13.0,842892279.0,1172269297.0,3812.2340046296295,63819,81310.0
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,1945.0,"['Animation', 'Children', 'Musical']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.667,6.0,1.033,2.0,5.0,6.0,841505090.0,1482750515.0,7421.822048611111,38166,15947.0
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,1963.0,"['Animation', 'Children', 'Fantasy', 'Musical']",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.58,25.0,0.799,2.0,5.0,25.0,841505365.0,1494210934.0,7554.462604166667,57546,9078.0
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,1991.0,"['Adventure', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.018,28.0,0.866,1.0,5.0,28.0,841151934.0,1508437448.0,7723.211967592592,102798,8367.0
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,1964.0,"['Children', 'Comedy', 'Fantasy', 'Musical']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.887,71.0,0.859,0.5,5.0,71.0,842892309.0,1535826867.0,8020.075902777778,58331,433.0
1029,Dumbo (1941),Animation|Children|Drama|Musical,1941.0,"['Animation', 'Children', 'Drama', 'Musical']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3.386,35.0,0.892,1.5,5.0,35.0,842892279.0,1494803778.0,7545.271979166667,33563,11360.0
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,1977.0,"['Adventure', 'Animation', 'Children', 'Musical']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2.767,15.0,0.729,2.0,4.0,15.0,941640746.0,1435536378.0,5716.38462962963,76538,11114.0
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,1971.0,"['Adventure', 'Children', 'Musical']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.479,24.0,0.994,2.0,5.0,24.0,842892404.0,1519336486.0,7829.213912037037,66817,12335.0
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,1951.0,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3.375,40.0,0.959,1.0,5.0,40.0,841152033.0,1518661672.0,7841.546747685185,43274,12092.0
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,1981.0,"['Animation', 'Children', 'Drama']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.575,20.0,0.654,2.0,4.5,20.0,841152104.0,1494804481.0,7565.421030092592,82406,10948.0
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,1996.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3.1,5.0,1.636,1.0,5.0,5.0,856354451.0,1519173755.0,7671.519722222222,116361,11229.0
1035,"Sound of Music, The (1965)",Musical|Romance,1965.0,"['Musical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.938,64.0,1.029,2.0,5.0,64.0,842893095.0,1535826716.0,8020.065057870371,59742,15121.0
1036,Die Hard (1988),Action|Crime|Thriller,1988.0,"['Action', 'Crime', 'Thriller']",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.862,145.0,0.912,0.5,5.0,145.0,842892161.0,1535827278.0,8020.082372685185,95016,562.0
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,1992.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.771,24.0,0.944,1.0,4.0,24.0,900876328.0,1494804015.0,6874.163043981482,104692,10163.0
1040,"Secret Agent, The (1996)",Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,965067631.0,965067631.0,0.0,117582,47199.0
1041,Secrets & Lies (1996),Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.591,11.0,0.491,4.0,5.0,11.0,856354268.0,1207499247.0,4064.1779976851853,117589,11159.0
1042,That Thing You Do! (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.274,42.0,0.905,2.0,5.0,42.0,845556462.0,1519139368.0,7796.098449074074,117887,9591.0
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.4,5.0,0.548,2.0,3.0,5.0,861813370.0,1035415459.0,2009.2834375,117924,30500.0
1046,Beautiful Thing (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.5,4.0,0.577,4.0,5.0,4.0,856354399.0,1535832744.0,7864.332696759259,115640,10938.0
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,1996.0,"['Action', 'Drama', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.318,33.0,0.827,2.0,5.0,33.0,850688776.0,1498516150.0,7498.0020138888885,116908,11412.0
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,1996.0,"['Action', 'Adventure']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.476,21.0,1.018,1.5,5.0,21.0,845556694.0,1515171807.0,7750.174918981482,116409,10586.0
1050,Looking for Richard (1996),Documentary|Drama,1996.0,"['Documentary', 'Drama']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.9,5.0,0.224,3.5,4.0,5.0,954482083.0,1498499111.0,6296.49337962963,116913,42314.0
1051,Trees Lounge (1996),Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,3.0,1.0,3.0,5.0,3.0,866904563.0,963179734.0,1114.2959606481481,117958,27845.0
1053,Normal Life (1996),Crime|Drama|Romance,1996.0,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,953925191.0,953925191.0,0.0,117202,23223.0
1054,Get on the Bus (1996),Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,0.0,2.0,2.0,1.0,1493850563.0,1493850563.0,0.0,116404,49471.0
1055,Shadow Conspiracy (1997),Thriller,1997.0,['Thriller'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,2.0,0.707,1.0,2.0,2.0,874414588.0,1126036284.0,2912.288148148148,120107,38153.0
1056,Jude (1996),Drama,1996.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.071,7.0,0.732,2.0,4.0,7.0,847221080.0,1217675520.0,4287.66712962963,116722,25147.0
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,1996.0,"['Comedy', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3.467,15.0,0.876,2.0,5.0,15.0,850466810.0,1519146965.0,7739.353645833334,116242,9716.0
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.722,36.0,0.922,1.0,5.0,36.0,847221054.0,1529334567.0,7894.832326388889,117509,454.0
1060,Swingers (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.694,36.0,1.097,1.0,5.0,36.0,856354348.0,1518640833.0,7665.352835648148,117802,10218.0
1061,Sleepers (1996),Thriller,1996.0,['Thriller'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.672,29.0,0.827,1.0,5.0,29.0,845556860.0,1368890740.0,6057.105092592593,117665,819.0
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,1996.0,"['Animation', 'Children', 'Comedy', 'Fantasy', 'Musical', 'Romance']",0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3.154,13.0,1.125,1.0,5.0,13.0,845556579.0,1494211623.0,7507.581527777777,115491,11238.0
1066,Shall We Dance (1937),Comedy|Musical|Romance,1937.0,"['Comedy', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.5,4.0,0.577,4.0,5.0,4.0,899032763.0,1171501344.0,3153.5715393518517,29546,31530.0
1068,Crossfire (1947),Crime|Film-Noir,1947.0,"['Crime', 'Film-Noir']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.0,0.0,3.5,3.5,1.0,1106231071.0,1106231071.0,0.0,39286,28120.0
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,1971.0,"['Children', 'Comedy', 'Fantasy', 'Musical']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.874,119.0,0.921,0.5,5.0,119.0,844795130.0,1529902581.0,7929.484386574074,67992,252.0
1076,"Innocents, The (1961)",Drama|Horror|Thriller,1961.0,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55018,16372.0
1077,Sleeper (1973),Comedy|Sci-Fi,1973.0,"['Comedy', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.75,28.0,0.714,2.0,5.0,28.0,858772439.0,1519137221.0,7643.1109027777775,70707,11561.0
1078,Bananas (1971),Comedy|War,1971.0,"['Comedy', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.409,11.0,1.02,2.0,5.0,11.0,941640314.0,1200948686.0,3001.2543055555557,66808,11302.0
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,1988.0,"['Comedy', 'Crime']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.923,71.0,0.936,1.5,5.0,71.0,842892256.0,1536456448.0,8027.363333333334,95159,623.0
1080,Monty Python's Life of Brian (1979),Comedy,1979.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.927,89.0,1.07,0.5,5.0,89.0,842892341.0,1527796028.0,7927.126006944444,79470,583.0
1081,Victor/Victoria (1982),Comedy|Musical|Romance,1982.0,"['Comedy', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3.542,12.0,0.964,2.0,5.0,12.0,842892541.0,1519235869.0,7828.047777777778,84865,12614.0
1082,"Candidate, The (1972)",Drama,1972.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.583,6.0,0.492,3.0,4.0,6.0,845471420.0,1098104429.0,2923.993159722222,68334,21711.0
1083,"Great Race, The (1965)",Comedy|Musical,1965.0,"['Comedy', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.333,6.0,0.816,2.0,4.0,6.0,965149552.0,1059427635.0,1091.1815162037037,59243,11575.0
1084,Bonnie and Clyde (1967),Crime|Drama,1967.0,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.071,35.0,0.698,3.0,5.0,35.0,845472128.0,1498501471.0,7558.209988425926,61418,475.0
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,1958.0,"['Adventure', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.5,2.0,0.707,3.0,4.0,2.0,955941925.0,990728473.0,402.6220833333333,52027,11331.0
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,1954.0,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4.1,25.0,0.54,3.0,5.0,25.0,856737270.0,1518197105.0,7655.785127314814,46912,521.0
1088,Dirty Dancing (1987),Drama|Musical|Romance,1987.0,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.369,42.0,0.994,1.0,5.0,42.0,860398568.0,1516153967.0,7589.7615625,92890,88.0
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,1992.0,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4.202,131.0,0.789,1.0,5.0,131.0,866905820.0,1536894565.0,7754.499363425926,105236,500.0
1090,Platoon (1986),Drama|War,1986.0,"['Drama', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.984,63.0,0.937,1.0,5.0,63.0,858772239.0,1533948858.0,7814.544201388889,91763,792.0
1091,Weekend at Bernie's (1989),Comedy,1989.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.548,21.0,1.071,0.5,4.5,21.0,860398934.0,1498505023.0,7385.487141203704,98627,8491.0
1092,Basic Instinct (1992),Crime|Mystery|Thriller,1992.0,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3.191,47.0,0.811,1.0,5.0,47.0,856045811.0,1469654237.0,7101.949375,103772,402.0
1093,"Doors, The (1991)",Drama,1991.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.405,37.0,0.992,0.5,5.0,37.0,859721874.0,1498517836.0,7393.471782407408,101761,10537.0
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,1992.0,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.44,42.0,1.001,1.0,5.0,42.0,858772516.0,1519138628.0,7643.1262962962965,104036,11386.0
1095,Glengarry Glen Ross (1992),Drama,1992.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.667,15.0,0.976,2.0,5.0,15.0,859721610.0,1502911292.0,7444.325023148148,104348,9504.0
1096,Sophie's Choice (1982),Drama,1982.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.05,10.0,0.985,2.5,5.0,10.0,858772479.0,1435536111.0,6675.505,84707,15764.0
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,1982.0,"['Children', 'Drama', 'Sci-Fi']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.766,122.0,1.07,0.5,5.0,122.0,851609016.0,1535827243.0,7919.19244212963,83866,601.0
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,1938.0,"['Children', 'Drama', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.375,4.0,0.946,2.0,4.0,4.0,850467444.0,1311494331.0,5335.959340277778,29992,25842.0
1100,Days of Thunder (1990),Action|Drama|Romance,1990.0,"['Action', 'Drama', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.711,19.0,1.17,1.0,5.0,19.0,891173643.0,1498514146.0,7029.403969907407,99371,2119.0
1101,Top Gun (1986),Action|Romance,1986.0,"['Action', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.301,83.0,1.11,0.5,5.0,83.0,851609016.0,1533954111.0,7897.5126736111115,92099,744.0
1103,Rebel Without a Cause (1955),Drama,1955.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.1,15.0,0.784,2.5,5.0,15.0,856737123.0,1519120030.0,7666.468831018518,48545,221.0
1104,"Streetcar Named Desire, A (1951)",Drama,1951.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.475,20.0,0.658,3.0,5.0,20.0,856737082.0,1498526959.0,7428.123576388889,44081,702.0
1105,Children of the Corn IV: The Gathering (1996),Horror,1996.0,['Horror'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.667,3.0,0.577,4.0,5.0,3.0,848995145.0,863976567.0,173.39608796296295,115885,25750.0
1107,Loser (1991),Comedy,1991.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.121,0.5,3.5,2.0,1077749409.0,1479065495.0,4644.8621064814815,102336,0.0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,1996.0,['Documentary'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.125,4.0,0.629,3.5,5.0,4.0,940384593.0,1469677595.0,6126.076412037037,117040,9305.0
1112,Palookaville (1996),Action|Comedy|Drama,1996.0,"['Action', 'Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.5,2.0,0.707,4.0,5.0,2.0,941730273.0,963177579.0,248.23270833333333,117284,37616.0
1114,"Funeral, The (1996)",Crime|Drama,1996.0,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,1519241700.0,1519241700.0,0.0,116378,21612.0
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,1995.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,1.0,0.0,4.0,4.0,1.0,856354577.0,856354577.0,0.0,113057,102461.0
